Image,label,StdR,StdG,StdB,Correlation,Dissimilarity,Homogeneity,Energy,Contrast
ISIC_0000037,0,0.21483876785270065,0.2679260080024936,0.30216624074998816,0.9609646222542587,4.119005949747676,0.39079774776119713,0.06495423613428457,246.09039027242034
ISIC_0000038,0,0.17309999911003085,0.25882441091756464,0.31253117049809465,0.9463577617425014,4.713957417057658,0.4120621795318442,0.06579526106187385,307.7218522157938
ISIC_0000039,0,0.2425486711532015,0.281395327458799,0.29825300291637535,0.9572171550653245,4.210983283862924,0.41767589024955637,0.07770854998497034,307.60202235850943
ISIC_0000040,1,0.09956625117880206,0.1351163419938268,0.16368077631395878,0.8202193154670187,2.7384077952502706,0.4582244935988944,0.07226080313195701,151.5085643652883
ISIC_0000041,0,0.14245222065051602,0.14604727327517047,0.14861589207352727,0.8848067236105127,2.834093801798617,0.46418617080732205,0.09336897672949773,162.1555584616829
ISIC_0000042,0,0.18364659549530188,0.2310811155110331,0.25024621728238317,0.922635274744788,6.248920757649525,0.3451841639199357,0.044543285279806624,338.8029094477795
ISIC_0000043,1,0.2293562821609158,0.2887822806510795,0.3329919578725702,0.946546154005117,10.379251435639203,0.23691867081747658,0.02824620575459215,528.713422733378
ISIC_0000044,0,0.22313008531209802,0.2842513140622319,0.32347529318734963,0.9647111086625723,5.779417949752167,0.27604941379654135,0.03250487307144341,320.78874443681656
ISIC_0000045,0,0.3495501072692892,0.3613200542738337,0.36439499329884645,0.9885622992296756,4.399144120059386,0.35876236113967086,0.07264644363951729,136.94323815436823
ISIC_0000046,1,0.10208859147868464,0.15003032316297527,0.20030628838661538,0.864000437219486,3.4982781676687935,0.39275212027077055,0.04680077989415021,186.48792383288855
ISIC_0000047,0,0.17299247392262673,0.2254071533547396,0.2513548554972131,0.940175320074044,3.314081585586759,0.4388865040440463,0.05845511291246819,219.44855233670097
ISIC_0000048,0,0.22976065055604034,0.23053380604028864,0.22098378824850184,0.9655276712252935,4.715865998174484,0.24833035399113457,0.02774625815794432,150.84145297422776
ISIC_0000049,1,0.1475659448169309,0.2152732544791528,0.25039431206536134,0.9190905840541003,6.264754298655946,0.22890040245954762,0.028252942018211925,276.11551641144837
ISIC_0000050,0,0.09504275127456766,0.1387899660886225,0.15403994343932173,0.7723547668040722,3.954720590062468,0.38813365352181556,0.05972984150370681,226.56185182169588
ISIC_0000051,0,0.1364218787162088,0.19333405267820092,0.2217479187560021,0.9126138308877363,4.534784267336161,0.28931800093029486,0.04317948360795116,222.31853622078194
ISIC_0000052,0,0.14254806931116598,0.24432602542064288,0.2666094211880611,0.9331281758567774,5.654114497002455,0.2910429387152015,0.03827844244713245,404.2803394397629
ISIC_0000053,0,0.15777678927220923,0.22184013603156705,0.24244778967342778,0.928914894084635,4.911936131331863,0.26162842786845186,0.03405084056453541,254.26031963779417
ISIC_0000054,1,0.11469399413392553,0.16403526369710686,0.2014482373417814,0.8763001077373513,3.8964530613065964,0.31769543721807925,0.05216836518794059,196.50258701267987
ISIC_0000055,0,0.12577272575972717,0.19359479428266166,0.22735025460419536,0.9045437016596201,3.7977092313553924,0.39606112000600024,0.057023240158187265,220.0840938466847
ISIC_0000056,1,0.10739830635218829,0.1605665671856269,0.20643617661791383,0.8533130584649056,4.16149539432297,0.31870389293932133,0.048736188909100725,220.30863471982468
ISIC_0000057,0,0.10443945832680777,0.1935309144035642,0.23174011554341625,0.9052909011890725,3.7321870026616164,0.38553845474687165,0.053949380288860906,212.61306214952947
ISIC_0000059,0,0.1625715572510489,0.23607177429581777,0.25910061229933007,0.9323750006768178,4.003124411991609,0.37149650073301144,0.06081545317861979,260.4354100788786
ISIC_0000061,0,0.1754141228372451,0.2345970471763524,0.2541644912226949,0.9370288759350548,4.2555100654476306,0.32581623287148637,0.04743325123904125,274.70274380445653
ISIC_0000062,0,0.13138357500072953,0.1646944303005203,0.17730199350646314,0.8705641440111193,4.355495356259506,0.28307763638396327,0.05795620458209401,187.8409269311087
ISIC_0000063,0,0.21818045127267494,0.2867446387426689,0.30501870360656835,0.9597076426042176,4.6172447747147265,0.310317772025079,0.04545630376431722,294.5286217145152
ISIC_0000064,0,0.1847099059331335,0.2762528015076615,0.3034903239297774,0.9588355010503926,4.764840435158623,0.30796932379695463,0.04241191825595291,259.0274201798755
ISIC_0000065,0,0.1990965554778261,0.25912463066827546,0.2813604444113692,0.9510514805766574,4.1587908023990785,0.3491881925431135,0.05003446274586277,235.79102101694886
ISIC_0000066,0,0.2655892524828336,0.3162581714928496,0.3380138945168862,0.9979818958809901,2.7239179208452873,0.431829340248839,0.06836616198783844,19.669048385104674
ISIC_0000067,0,0.18095228665627666,0.22691453584162424,0.24607456816228973,0.9958564341449502,2.6690753616745773,0.3628625106058978,0.04641424172681696,16.43835728038844
ISIC_0000068,0,0.18656120878964325,0.28201630573904063,0.3397846611853414,0.9946708204854764,4.04173068926444,0.34177797753695777,0.04831862556568291,42.77457161565721
ISIC_0000069,0,0.17694093046946516,0.2070088574386927,0.23350848065751476,0.9866644493454151,3.730423964853844,0.32318974490188157,0.044456176388934475,37.56815204030892
ISIC_0000071,0,0.4204331893297507,0.39489975284602824,0.3756369970560928,0.9974316338646418,2.7810204073938345,0.5274072443673069,0.23124107111321102,28.307224666622197
ISIC_0000072,0,0.28122628193711735,0.28593850657896686,0.29084656043243085,0.9966975634815572,2.9861134626461676,0.35727158808146553,0.04322074121206027,20.81840551234167
ISIC_0000073,0,0.269418457523485,0.2956349706084133,0.2879630214186732,0.998168922004771,2.4914124959064092,0.4642207069225247,0.06049367964390972,18.69738354650073
ISIC_0000074,1,0.1966757163574031,0.22582905707382445,0.27475889697024675,0.9580279444891298,7.839123293788645,0.24398412484873527,0.023350178298125104,217.60893792122113
ISIC_0000075,0,0.21541097726338906,0.23715241270783974,0.2875327759326888,0.9910250243848201,5.288576113786917,0.21604809817669046,0.02336424882145808,52.70514018570022
ISIC_0000077,1,0.26367985087886764,0.2558111812538445,0.2492847179237007,0.9757736505350612,3.160618655792992,0.3729913708055652,0.0417791778563721,107.32725297451452
ISIC_0000078,1,0.19570817268807525,0.2082499017724669,0.2268722974621962,0.9524195775185117,3.4765682903120942,0.3454038570104608,0.04337525573521655,123.46674271426083
ISIC_0000079,0,0.19945599496945915,0.20095535237864287,0.20925171132702391,0.9542654829968802,3.0743376421634103,0.3768147383965833,0.04723023126620705,104.86412960926742
ISIC_0000080,0,0.1896681881927026,0.2429699660242205,0.26446537068983256,0.992235869309065,4.209697408166618,0.22982117368972055,0.04154001992532761,36.10189508385526
ISIC_0000081,0,0.030523496211320573,0.06000222678822715,0.0915061177856456,0.9128955729709889,3.1999087060798237,0.2782846022698892,0.05378204096857511,18.96927334994967
ISIC_0000082,0,0.1589569860017583,0.24920114854541503,0.2722846641167083,0.9959802635138431,3.117295832698981,0.2887061730161281,0.043925468000118734,18.69452346898788
ISIC_0000085,0,0.10642571522654169,0.17085841784109584,0.19651202877107324,0.9765952798080114,4.555910939075524,0.21715123810572845,0.03745019124328849,42.64241963765061
ISIC_0000086,0,0.11830742968741276,0.204351180381328,0.2242563997070202,0.9908772971805764,3.910096383110794,0.2363250576224251,0.030848942355837863,28.115058213733096
ISIC_0000087,0,0.11511647735671802,0.17739378340834192,0.19126210058814816,0.9918553542261428,3.5947602747965823,0.26402934498439246,0.03610044535981502,27.275159152786934
ISIC_0000088,0,0.17954470185740443,0.25028298620604944,0.25473800659430446,0.9917886075648273,4.557921927920883,0.2202862431515289,0.03325315388733582,44.56704557451503
ISIC_0000089,0,0.14519394810058725,0.20278213794597283,0.20427271727783314,0.9934494226306446,2.9921009146358997,0.30502945618593114,0.05592095291209907,19.049407812666075
ISIC_0000091,0,0.12090044153454636,0.11989368667560331,0.1326839201091087,0.9783368633955716,3.8183211937272032,0.24182080231650901,0.033853296299724674,27.94152184303246
ISIC_0000092,0,0.035219503839352344,0.10464229198868906,0.11107215215029377,0.9773448683048535,2.6245565922658067,0.31948664129760085,0.053660438191096636,12.519535188758816
ISIC_0000093,0,0.09081476921809066,0.16253647127569418,0.1791120711635895,0.9819815991753996,3.874993940371115,0.2340096751356227,0.04510719315388413,27.320492515864636
ISIC_0000094,0,0.04716939909206759,0.07823376261407791,0.10566697733758498,0.9238824814962652,4.021146219653404,0.23293098291713435,0.041418577762408516,29.750782006331605
ISIC_0000095,0,0.1330134219971622,0.17696843756603733,0.1941780686590841,0.7990012689350514,11.806864769551854,0.1746568622385879,0.024044328138702914,454.4736613067996
ISIC_0000096,0,0.04213917082596522,0.09749919306265482,0.12515293378557016,0.931619842555062,4.757261006440653,0.1958038585138723,0.038613582755367463,38.365508601261965
ISIC_0000097,0,0.16469154243922832,0.22131019665812174,0.23298700178566012,0.985029302723207,5.287756717300783,0.21046241133854227,0.028470501070049704,75.32666186893825
ISIC_0000098,0,0.1460264205944713,0.15384946115409787,0.15392961512542286,0.9613776338012214,6.3577214394878006,0.15336320438087286,0.028424387372839286,72.25964648035261
ISIC_0000099,0,0.08934535086145148,0.17743301234740458,0.20283990886210365,0.9761965516883323,5.308167746866656,0.18634327381688143,0.02937970495827447,55.07957852542976
ISIC_0000100,0,0.27998932337834764,0.3070721384205268,0.292866378027314,0.9922647269252259,5.345022926044978,0.2340777257296225,0.028248859837503946,77.97080591987134
ISIC_0000101,0,0.2583717806339891,0.27613140244590156,0.2793192974082112,0.9873210104514754,6.716093862664547,0.19805568507457252,0.021268132056157713,107.90312879736982
ISIC_0000102,0,0.08082358538213107,0.09937593226430032,0.11802139491273772,0.9033920353243243,4.4674404468649245,0.24279216490943356,0.03932504527054451,68.45983673474599
ISIC_0000103,0,0.2137470082210667,0.2907096979010429,0.30403946310594604,0.9809328804184376,6.601047364214187,0.2021449304766766,0.02911732366859635,150.00101958867134
ISIC_0000104,0,0.2574004529789256,0.25533525373376387,0.26845362752686003,0.9899044698238303,5.528735613094531,0.2129409716056855,0.022641448425551,83.99317865330133
ISIC_0000105,0,0.09164808786831204,0.11332447526412373,0.13114687189983418,0.963702772475936,5.035911448084368,0.18557333722378178,0.03384440888922462,44.21758809982269
ISIC_0000107,0,0.1316687048801639,0.20488323486896912,0.2254406619622492,0.9870905291336085,4.11768820489199,0.23621101241783254,0.038915491671200036,35.11159926534002
ISIC_0000108,0,0.1358514220390988,0.2156907226037406,0.2289816548498232,0.9916880531849973,3.4020504527396023,0.2796445398637032,0.043430840890129385,24.005803822791233
ISIC_0000109,0,0.07715332587621637,0.15170958611653687,0.186721813615431,0.9610075417522943,5.790749612901987,0.17663906966051032,0.02613997173270402,61.76102295872248
ISIC_0000110,0,0.08952421096569783,0.10167732280211068,0.11193377690441846,0.9783499611937709,3.132857408583117,0.28231507886273904,0.045784669798999256,20.513032960072348
ISIC_0000111,0,0.2348322025288904,0.3052182901086072,0.31517475998455624,0.9892102097458774,6.747652409991016,0.18378977716884728,0.025386344981558083,116.94561366355722
ISIC_0000112,0,0.067352457466583,0.10595658945739313,0.15028761101590676,0.9576476163397218,3.817489520881785,0.25196301816602207,0.039146154512932976,30.8095601149303
ISIC_0000113,0,0.12857265012137836,0.11535749569176273,0.11839573797132331,0.9800635846251262,3.808910141179533,0.2522494388397498,0.04023419814278945,32.9911466577425
ISIC_0000116,0,0.06364062368357629,0.14981432577396991,0.19558457729538967,0.9891555765848201,2.8065115829582314,0.31742307111441576,0.04418744741169128,15.878575113723716
ISIC_0000118,0,0.21114977968397924,0.22069420355763178,0.22716460713313197,0.9896749282598216,4.605857901612513,0.21222491925345127,0.030647439837185896,38.46737998523472
ISIC_0000119,0,0.14159931682208293,0.18013591432854215,0.18876429459897137,0.9884520264096885,3.209341932380666,0.29651021275212014,0.05696547010310696,23.155992420885795
ISIC_0000120,0,0.11324085856612923,0.23018804312257723,0.2571968960621827,0.9921692201980422,4.240092125211563,0.23513236309011395,0.02867969958005832,37.995265522166505
ISIC_0000121,0,0.03834859172978503,0.12472166625766866,0.15774277155485433,0.9859454844947193,2.451182844050481,0.35407522227725396,0.045037668929019746,12.819281151160778
ISIC_0000122,0,0.05539328137101884,0.15467445153749296,0.1924072785059298,0.9728311736263737,4.5674765712304115,0.22223357276470077,0.02896927805417842,45.378926639529816
ISIC_0000123,0,0.1517443381553615,0.22313103228968942,0.2271301014991714,0.9878161912690988,5.069625921602361,0.19905646721530545,0.02390394151146686,54.72417352497078
ISIC_0000124,0,0.13042436496427418,0.19823347229336385,0.20920532057776162,0.9801097922633335,5.948654564884645,0.16443150318586489,0.02438509896110905,61.40842486814344
ISIC_0000125,0,0.18181224890916034,0.1784254951760087,0.171982157682957,0.983896965574081,4.961782189826048,0.19234741329902388,0.031409447978425264,43.32864397355129
ISIC_0000126,0,0.17009219811305587,0.1789783103993667,0.19335616041855716,0.9743649725791634,5.943850109558325,0.20334048902361537,0.032297935197971014,98.88858571044597
ISIC_0000127,0,0.10961892707102289,0.12247993100121814,0.14241152666915843,0.9720179196885613,2.658635025050087,0.36756360114904246,0.04180663708422143,26.69726825645042
ISIC_0000128,0,0.10649274253838238,0.18801677369500652,0.23046192798430284,0.9853371056685957,3.551861109535137,0.285552084200384,0.04654031258250889,28.895621208916754
ISIC_0000129,0,0.14874801311208544,0.1945661931889722,0.2017942226352863,0.9893315209579443,3.0105348443923354,0.32068707326677404,0.04877305957530338,26.39142592583963
ISIC_0000130,0,0.25806284530850854,0.26696061852119035,0.2634842532101881,0.994952501223998,3.2312409823745525,0.3201114295905196,0.044554009494823764,30.099264823379286
ISIC_0000131,0,0.17091294161853912,0.18742008522123912,0.17614264160484341,0.9697764041649396,6.53426861535983,0.2060017845391147,0.02385418615177169,125.5413691538514
ISIC_0000132,0,0.04676681481571991,0.08139080417059522,0.10827295638507956,0.9164103786229864,4.464861423917678,0.22036427314273704,0.04168780780208613,40.56163998155751
ISIC_0000133,0,0.12494961020991098,0.1723906263504338,0.19122353761075084,0.9745777419373066,5.22578314195089,0.18976654231867687,0.027071940932988238,51.86268106620108
ISIC_0000134,0,0.12750653913720905,0.163038963710568,0.17558420535631086,0.9765603845794102,3.307712915609774,0.31143164316420435,0.053061548505654275,38.73000746636094
ISIC_0000135,0,0.1671557120755764,0.19200416472513035,0.203835981458949,0.9932692837022727,2.815152075140117,0.378906751686554,0.058453462171011814,28.642711285345147
ISIC_0000136,0,0.29620078071488404,0.3416072270927405,0.34792994783020303,0.9923861209145892,5.421238155445479,0.37185314782971507,0.18420468173933885,108.3561414922427
ISIC_0000137,0,0.10583597358971096,0.20815890853945745,0.24074160659153823,0.9908699614834577,3.629135068320354,0.2624835007813479,0.036695735924362566,28.412192992268494
ISIC_0000138,0,0.17155852930938856,0.21326779669492185,0.20564236438730724,0.9538083366660116,6.039069681782728,0.2558293524503544,0.03283304198254562,161.03836371257668
ISIC_0000139,1,0.14888078717978004,0.19355800297625733,0.19013019890120883,0.9895441860673736,3.9179442309460852,0.24833079255283852,0.03613113972672065,37.103439211957955
ISIC_0000140,1,0.33895886925800156,0.3147310528424251,0.328396337562425,0.9905548346162647,6.463364044730018,0.25158478250392974,0.03930126884530476,122.20209515484862
ISIC_0000141,1,0.14492482959741207,0.18677420104043518,0.20715092648744238,0.9923850926195585,2.9633597805462983,0.3047076762628987,0.0540108092140726,18.202618078377835
ISIC_0000142,1,0.2569542295712095,0.22839388104855365,0.22473676684622212,0.989747648767466,5.413097784635705,0.19961560524901395,0.024414315613412715,67.00824535949188
ISIC_0000143,1,0.11688164029228547,0.1801256331178323,0.21022281248711566,0.9838439282299646,4.548742106323447,0.21034196589893756,0.03700691518428682,39.00609789433773
ISIC_0000145,1,0.15825019100272752,0.2769167311918547,0.31233038737784274,0.9902874349748739,5.141540071293574,0.2203903121883179,0.03718473758287776,62.3194764507554
ISIC_0000146,1,0.16189665470068307,0.2662466627260994,0.2525016994967631,0.9845342275428559,6.256305986482616,0.19882121729825164,0.021634122671068734,110.34759555271795
ISIC_0000147,1,0.19417252282392414,0.16721615944320414,0.16136416554848634,0.9647130644516301,6.419489795405852,0.2052488553257207,0.020465364585011237,131.16493856524386
ISIC_0000148,1,0.156381156682877,0.1605849153837735,0.18368209836421737,0.9625175313779696,4.622915779417419,0.2786195145843628,0.050709138390402086,105.1777439301386
ISIC_0000149,1,0.07896687745530259,0.16069988911119323,0.2241023321861261,0.9791041707311032,4.226049496305752,0.24841816009661208,0.028241375332107452,40.730186921149034
ISIC_0000150,1,0.1260620136014849,0.20418302279196834,0.23235743927056418,0.9811246250833652,5.084900944368569,0.20373400992130064,0.03159986310600308,58.77954762581143
ISIC_0000151,1,0.10502775956599547,0.15619720268399925,0.1771776092235118,0.9849573621108656,3.167465969124085,0.2808129797090066,0.0490698117482227,19.040068061751896
ISIC_0000152,1,0.15516236047162293,0.198665516015428,0.22683661332510643,0.9868335843983329,4.872347700429268,0.19789106801018327,0.03175413315201001,43.87662418253434
ISIC_0000153,1,0.07081516220404314,0.12295297462466968,0.17547450427978423,0.9711747368244334,4.674152118769503,0.20172515596470914,0.028498610954975596,38.336455284068634
ISIC_0000154,1,0.11636072570702627,0.15254795176930033,0.17303114497232933,0.9768436243680716,4.311644155968248,0.21822636723519542,0.033948065570031195,35.1484926426233
ISIC_0000155,1,0.3477062118763816,0.3636793335778451,0.3774221623860604,0.9886588003063479,6.7805877723332335,0.4012427959346423,0.25924998015529227,190.3894684412674
ISIC_0000156,1,0.1865214601545999,0.24601252165788043,0.24768615073619743,0.98672374907037,6.048730862345481,0.1752729891531237,0.024600756873336842,80.02282976410845
ISIC_0000157,1,0.17859271993601925,0.21046132258641698,0.23662563888962734,0.9897676089020104,3.4248216179910003,0.32534131945805994,0.045918810298197166,40.72200956416002
ISIC_0000159,1,0.23966878540180295,0.27788978612835397,0.2716590990503677,0.9956727978391386,3.9230445308214383,0.3000389571635727,0.032977142180820145,40.44955204081252
ISIC_0000160,1,0.23479939400937744,0.25640466666491313,0.28967898033443096,0.9821158345596355,5.705388271395484,0.2538327772837484,0.04483065343602433,132.32072047012846
ISIC_0000161,1,0.299587769035359,0.30024074082091323,0.3090479273160725,0.9897999415871586,6.323254202958811,0.21711861570677274,0.025411872113881483,117.65726005036669
ISIC_0000162,1,0.07400795982784016,0.1662267739346223,0.23892650294273887,0.9784445481713173,4.34675968301775,0.3038471509331122,0.040981496315352646,62.417248204016786
ISIC_0000163,1,0.21483722240550923,0.24350103687242036,0.23483621648007794,0.9926189048201361,4.333622295340827,0.25287938739352167,0.03199304197766761,47.988468615970845
ISIC_0000164,1,0.18435632054150144,0.1850354590994332,0.1854836506945346,0.9347790388578159,7.710971411479354,0.1953610461893563,0.021970407718888148,277.7014068034549
ISIC_0000165,1,0.1883453737758577,0.22599802159549148,0.22681303103424424,0.9924592592184456,3.8118823891563896,0.2814970550598508,0.04057717159824137,38.06568666906799
ISIC_0000166,1,0.18500056114041044,0.27280071418399365,0.2795909541758566,0.9943611132495421,4.085451248445238,0.3197173425313158,0.03787110207102451,45.77483749870828
ISIC_0000167,1,0.09804569839781221,0.17468821193355735,0.19810797579423212,0.9499070767175442,7.386475994533499,0.1702451962857849,0.021648778787665742,159.4978087484202
ISIC_0000169,1,0.2879303187785737,0.25580503474067423,0.22934234399488226,0.9588051321679134,5.109246535867401,0.3093187074436578,0.066662061106166,204.8443962257602
ISIC_0000171,1,0.11823404031303758,0.23832381089625804,0.30887446135731117,0.9736046719977292,6.200239292501285,0.2597112673782074,0.028415565883983997,158.7573974378643
ISIC_0000172,1,0.23117600622718337,0.2906362328535548,0.29782160397293644,0.995204214723822,3.964735540737988,0.25638093756386726,0.03173898336067836,33.65839194415922
ISIC_0000174,1,0.1404029478125744,0.17117797857835917,0.1719146275590541,0.981892273146419,5.475781750480615,0.1966785601269578,0.02515028224619528,61.734193054032524
ISIC_0000176,1,0.08495891180003408,0.12250628502295723,0.1474089733284444,0.9686470061704259,4.204034931830639,0.23851054964039678,0.0335458019704063,42.11369062281934
ISIC_0000177,0,0.18356031937422543,0.17352817308722346,0.1741613715807794,0.9435272204673673,6.108313487674886,0.265637100651428,0.02837607055600531,215.4684129499783
ISIC_0000179,0,0.11528127896310462,0.1512390488831972,0.1772357913333115,0.9794996913313911,4.767509297715115,0.22357658220648452,0.028112835214095345,48.8275631377429
ISIC_0000181,0,0.16494286741811287,0.21923115313658512,0.20917783441731633,0.9958621492532843,2.847513209093333,0.3651382317454863,0.05191519186961277,22.23422741437208
ISIC_0000182,0,0.08294113500773079,0.16147823286193502,0.2399839104844726,0.9848915397598604,4.090915440257712,0.2707611421560545,0.04041032535273432,43.159482475374595
ISIC_0000184,0,0.15497623398313654,0.21529271996280802,0.21051437232002532,0.9894350009901919,4.647121528146916,0.2169943129418809,0.025730964392301135,46.40646363558413
ISIC_0000185,0,0.1340149269413706,0.20835420847320582,0.23391719469701258,0.995183217667615,2.836817043913754,0.3598583496499598,0.04961495182693063,20.836705860945155
ISIC_0000186,0,0.09369056149965564,0.12505338429695964,0.14123598729397277,0.9887551020116931,2.9036258664820638,0.3128950390959899,0.054179848927301065,18.607527082501566
ISIC_0000188,0,0.09470616537116155,0.14589373055414376,0.2122892943968632,0.9272579842048437,6.990064946654082,0.21504630245698086,0.02600555441540327,163.12290202181995
ISIC_0000189,0,0.1229379057019537,0.1706064960012815,0.20614796188925597,0.9747511261454901,5.536493239788419,0.21988516423406135,0.026866657044865173,85.85935282624845
ISIC_0000190,0,0.21026744471306116,0.26943913283315823,0.2828314795678439,0.9857209000633507,6.970878994507683,0.20137204199368142,0.02757458745774762,104.7024654430599
ISIC_0000191,0,0.19185809576978446,0.19530130042172142,0.18772075819208947,0.8682131675312404,11.17047733537282,0.15520302767986996,0.02114506280189465,626.5365523099728
ISIC_0000192,0,0.21475843935259667,0.21473683569958424,0.14727414950669576,0.9830393464595801,5.660437540218167,0.20829030735519927,0.025497491412339243,89.04269652678323
ISIC_0000193,0,0.16283557865571907,0.18229974393031578,0.13704611502347608,0.9901557130294851,3.785587976116336,0.2728700729668605,0.036044886095007486,31.937492369356686
